day,h1_vol,h1_vibrate,day_vibrate,day_high,day_low
2017/5/4,89292,22,48,2325,2277,
2017/5/5,102685,27,49,2273,2224,
2017/5/8,115838,36,36,2272,2236,
2017/5/9,56125,16,31,2259,2228,
2017/5/10,140140,47,47,2253,2206,
2017/5/11,88805,19,47,2251,2204,
2017/5/12,53763,17,33,2235,2202,
2017/5/15,74033,16,34,2263,2229,
2017/5/16,58392,15,44,2289,2245,
2017/5/17,97602,22,30,2320,2290,
2017/5/18,116430,31,31,2295,2264,
2017/5/19,102317,20,52,2402,2350,
2017/5/22,124070,42,52,2434,2382,
2017/5/23,97470,25,60,2426,2366,
2017/5/24,47918,13,63,2393,2330,
2017/5/25,176232,60,77,2433,2356,
2017/5/26,159698,35,38,2381,2343,
2017/5/31,144871,51,152,2389,2237,
2017/6/1,76106,21,36,2284,2248,
2017/6/2,102317,28,58,2275,2217,
2017/6/5,101537,33,41,2268,2227,
2017/6/6,78928,22,71,2321,2250,
2017/6/7,107304,19,27,2317,2290,
2017/6/8,86937,21,75,2350,2275,
2017/6/9,75979,21,31,2349,2318,
2017/6/12,66822,16,50,2365,2315,
2017/6/13,78565,20,58,2350,2292,
2017/6/14,47610,12,72,2344,2272,
2017/6/15,109721,39,39,2316,2277,
2017/6/16,129729,33,41,2348,2307,
2017/6/19,92925,23,72,2398,2326,
2017/6/20,78206,18,33,2384,2351,
2017/6/21,167421,48,58,2403,2345,
2017/6/22,111721,31,71,2378,2307,
2017/6/23,67205,17,34,2330,2296,
2017/6/26,106732,31,31,2325,2294,
2017/6/27,116348,34,37,2307,2270,
2017/6/28,107618,33,47,2324,2277,
2017/6/29,110772,20,34,2364,2330,
2017/6/30,105588,29,45,2378,2333,
2017/7/3,168287,47,47,2412,2365,
2017/7/4,97258,27,36,2389,2353,
2017/7/5,224198,67,75,2435,2360,
2017/7/6,153012,48,81,2474,2393,
2017/7/7,91923,28,42,2485,2443,
2017/7/10,61706,19,37,2480,2443,
2017/7/11,75004,21,37,2510,2473,
2017/7/12,106611,23,52,2523,2471,
2017/7/13,117031,30,44,2479,2435,
2017/7/14,100992,22,27,2499,2472,
2017/7/17,174319,37,37,2517,2480,
2017/7/18,64667,13,51,2550,2499,
2017/7/19,72407,17,27,2536,2509,
2017/7/20,103855,24,96,2618,2522,
2017/7/21,137960,21,38,2505,2467,
2017/7/24,95008,38,38,2489,2451,
2017/7/25,75302,16,20,2490,2470,
2017/7/26,169745,53,126,2489,2363,
2017/7/27,49759,14,30,2406,2376,
2017/7/28,64279,23,41,2391,2350,
2017/7/31,93890,31,34,2397,2363,
2017/8/1,75247,29,42,2443,2401,
2017/8/2,78989,25,41,2452,2411,
2017/8/3,30810,12,28,2446,2418,
2017/8/4,62653,42,47,2499,2452,
2017/8/7,148359,94,94,2644,2550,
2017/8/8,48832,17,53,2673,2620,
2017/8/9,78353,26,45,2696,2651,
2017/8/10,60021,18,36,2701,2665,
2017/8/11,122209,43,69,2674,2605,
2017/8/14,49277,21,52,2649,2597,
2017/8/15,91600,30,42,2614,2572,
2017/8/16,65347,31,31,2609,2578,
2017/8/17,63344,19,52,2707,2655,
2017/8/18,41134,14,25,2702,2677,
2017/8/21,86252,22,26,2742,2716,
2017/8/22,77938,33,64,2753,2689,
2017/8/23,67347,28,45,2772,2727,
2017/8/24,57311,24,41,2772,2731,
2017/8/25,48635,18,31,2766,2735,
2017/8/28,70172,25,31,2762,2731,
2017/8/29,143321,62,102,2866,2764,
2017/8/30,82143,22,38,2873,2835,
2017/8/31,64741,23,41,2883,2842,
2017/9/1,61141,18,50,2926,2876,
2017/9/4,129260,51,88,3023,2935,
2017/9/5,85718,32,47,2944,2897,
2017/9/6,125177,38,57,2979,2922,
2017/9/7,82966,29,79,2957,2878,
2017/9/8,79389,28,74,2931,2857,
2017/9/11,83066,26,46,2878,2832,
2017/9/12,100929,27,58,2982,2924,
2017/9/13,67932,26,102,2987,2885,
2017/9/14,72510,26,67,2914,2847,
2017/9/15,161974,53,70,2861,2791,
2017/9/18,90426,36,47,2797,2750,
2017/9/19,81960,29,42,2807,2765,
2017/9/20,117930,38,38,2818,2780,
2017/9/21,123320,41,103,2783,2680,
2017/9/22,107272,44,53,2713,2660,
2017/9/25,123465,51,61,2684,2623,
2017/9/26,98555,25,43,2720,2677,
2017/9/27,73782,20,30,2713,2683,
2017/9/28,98994,35,50,2653,2603,
2017/9/29,77265,34,49,2719,2670,
2017/10/9,121007,45,74,2760,2686,
2017/10/10,124536,40,47,2705,2658,
2017/10/11,88088,32,80,2665,2585,
2017/10/12,133926,43,82,2613,2531,
2017/10/13,120618,34,66,2652,2586,
2017/10/16,125830,49,56,2672,2616,
2017/10/17,79261,27,91,2699,2608,
2017/10/18,126049,39,39,2719,2680,
2017/10/19,93104,29,33,2653,2620,
2017/10/20,56293,19,111,2749,2638,
2017/10/23,89354,22,49,2764,2715,
2017/10/24,160674,38,48,2797,2749,
2017/10/25,64964,17,51,2784,2733,
2017/10/26,90097,29,45,2773,2728,
2017/10/27,60614,19,93,2764,2671,
2017/10/30,98057,23,48,2704,2656,
2017/10/31,75223,20,34,2685,2651,
2017/11/1,95124,30,53,2716,2663,
2017/11/2,80942,16,33,2757,2724,
2017/11/3,66566,20,30,2786,2756,
2017/11/6,96591,17,24,2850,2826,
2017/11/7,69948,27,42,2860,2818,
2017/11/8,55071,16,38,2864,2826,
2017/11/9,67773,18,54,2890,2836,
2017/11/10,72764,24,54,2870,2816,
2017/11/13,98055,31,107,2920,2813,
2017/11/14,51937,15,24,2912,2888,
2017/11/15,115144,34,40,2865,2825,
2017/11/16,47701,19,41,2869,2828,
2017/11/17,68154,24,90,2926,2836,
2017/11/20,88476,27,38,2928,2890,
2017/11/21,40382,15,49,2995,2946,
2017/11/22,55863,16,43,3013,2970,
2017/11/23,65271,22,36,2999,2963,
2017/11/24,42380,16,28,2994,2966,
2017/11/27,138724,60,162,3038,2876,
2017/11/28,35582,11,26,2899,2873,
2017/11/29,86460,36,50,2930,2880,
2017/11/30,128958,37,129,3017,2888,
2017/12/1,77991,46,89,2995,2906,
2017/12/4,95738,37,49,3087,3038,
2017/12/5,90773,52,132,3268,3136,
2017/12/6,70136,32,50,3233,3183,
2017/12/7,63430,29,138,3193,3055,
2017/12/8,58055,42,75,3165,3090,
2017/12/11,51869,38,93,3196,3103,
2017/12/12,109930,28,71,2959,2888,
2017/12/13,108466,34,50,2962,2912,
2017/12/14,91543,30,68,2955,2887,
2017/12/15,79210,20,53,2928,2875,
2017/12/18,104187,23,49,2956,2907,
2017/12/19,61357,18,43,2947,2904,
2017/12/20,141399,35,47,3004,2957,
2017/12/21,102047,27,31,2940,2909,
2017/12/22,51970,14,31,2938,2907,
2017/12/25,99561,28,79,2933,2854,
2017/12/26,66120,17,33,2905,2872,
2017/12/27,59657,13,41,2886,2845,
2017/12/28,134702,44,44,2863,2819,
2017/12/29,41595,11,31,2871,2840,
2018/1/2,125684,41,89,2940,2851,
2018/1/3,87336,29,29,2920,2891,
2018/1/4,100952,20,35,2948,2913,
2018/1/5,70442,24,51,2947,2896,
2018/1/8,226286,64,69,3000,2931,
2018/1/9,47094,16,21,2993,2972,
2018/1/10,60382,16,32,3004,2972,
2018/1/11,64560,14,27,2982,2955,
2018/1/12,70963,19,23,2965,2942,
2018/1/15,95711,36,36,2964,2928,
2018/1/16,103952,31,111,2933,2822,
2018/1/17,63632,16,26,2845,2819,
2018/1/18,47910,14,33,2844,2811,
2018/1/19,65013,17,44,2815,2771,
2018/1/22,80482,28,41,2838,2797,
2018/1/23,52812,16,44,2861,2817,
2018/1/24,42304,9,29,2844,2815,
2018/1/25,88781,18,35,2856,2821,
2018/1/26,132742,38,38,2841,2803,
2018/1/29,131620,34,42,2878,2836,
2018/1/30,146904,36,36,2831,2795,
2018/1/31,99665,29,34,2792,2758,
2018/2/1,57509,19,36,2798,2762,
2018/2/2,43465,13,39,2806,2767,
2018/2/5,68889,23,55,2811,2756,
2018/2/6,93584,30,40,2832,2792,
2018/2/7,45986,12,31,2828,2797,
2018/2/8,84230,15,28,2791,2763,
2018/2/9,80591,22,34,2800,2766,
2018/2/12,62548,22,71,2778,2707,
2018/2/13,46807,20,27,2729,2702,
2018/2/14,44463,16,46,2740,2694,
2018/2/22,75679,33,33,2747,2714,
2018/2/23,61200,15,33,2766,2733,
2018/2/26,93380,33,82,2782,2700,
2018/2/27,54953,14,29,2690,2661,
2018/2/28,64398,18,18,2690,2672,
2018/3/1,187443,44,45,2670,2625,
2018/3/2,84704,24,36,2691,2655,
2018/3/5,66695,18,38,2693,2655,
2018/3/6,71616,18,34,2695,2661,
2018/3/7,93423,20,45,2685,2640,
2018/3/8,124588,31,60,2698,2638,
2018/3/9,110262,26,46,2715,2669,
2018/3/12,153351,34,53,2728,2675,
2018/3/13,59269,14,21,2733,2712,
2018/3/14,67544,18,32,2760,2728,
2018/3/15,66166,16,29,2749,2720,
2018/3/16,100984,27,37,2740,2703,
2018/3/19,110789,29,83,2798,2715,
2018/3/20,75693,20,31,2794,2763,
2018/3/21,55046,15,22,2789,2767,
2018/3/22,93889,27,32,2827,2795,
2018/3/23,143013,29,106,2780,2674,
2018/3/26,112678,53,76,2764,2688,
2018/3/27,93683,30,45,2714,2669,
2018/3/28,73904,24,29,2704,2675,
2018/3/29,120491,39,50,2697,2647,
2018/3/30,58999,23,49,2723,2674,
2018/4/2,69362,33,67,2733,2666,
2018/4/3,59678,20,52,2693,2641,
2018/4/4,76342,36,45,2678,2633,
2018/4/9,127750,80,106,2768,2662,
2018/4/10,49012,16,26,2745,2719,
2018/4/11,51185,34,54,2758,2704,
2018/4/12,75518,20,22,2642,2620,
2018/4/13,47575,14,39,2665,2626,
2018/4/16,80123,19,35,2682,2647,
2018/4/17,56420,19,25,2680,2655,
2018/4/18,69985,21,26,2728,2702,
2018/4/19,77231,25,29,2720,2691,
2018/4/20,126082,34,65,2703,2638,
2018/4/23,89629,24,43,2685,2642,
2018/4/24,67671,15,43,2738,2695,
2018/4/25,72001,16,47,2719,2672,
2018/4/26,56886,13,22,2682,2660,
2018/4/27,71338,19,24,2687,2663,
2018/5/2,114937,42,47,2717,2670,
2018/5/3,43507,13,30,2718,2688,
2018/5/4,192602,48,48,2767,2719,
2018/5/7,113760,37,40,2778,2738,
2018/5/8,48374,14,25,2769,2744,
2018/5/9,105974,27,27,2785,2758,
2018/5/10,68634,20,24,2792,2768,
2018/5/11,58105,15,41,2798,2757,
2018/5/14,83188,19,50,2816,2766,
2018/5/15,141927,41,41,2818,2777,
2018/5/16,121161,28,56,2887,2831,
2018/5/17,59394,15,25,2861,2836,
2018/5/18,92227,24,37,2855,2818,
2018/5/21,90036,24,27,2828,2801,
2018/5/22,117132,39,49,2825,2776,
2018/5/23,67738,20,26,2792,2766,
2018/5/24,98005,26,26,2782,2756,
2018/5/25,55294,21,76,2800,2724,
2018/5/28,68375,19,22,2738,2716,
2018/5/29,39661,11,16,2748,2732,
2018/5/30,86423,31,36,2753,2717,
2018/5/31,59610,19,23,2772,2749,
2018/6/1,37673,11,44,2792,2748,
2018/6/4,70063,26,34,2796,2762,
2018/6/5,76961,22,35,2762,2727,
2018/6/6,48773,13,23,2755,2732,
2018/6/7,103195,21,47,2819,2772,
2018/6/8,67799,23,23,2816,2793,
2018/6/11,63772,21,44,2826,2782,
2018/6/12,43137,16,43,2855,2812,
2018/6/13,72248,27,29,2844,2815,
2018/6/14,60879,24,35,2838,2803,
2018/6/15,34716,12,30,2835,2805,
2018/6/19,147562,66,66,2829,2763,
2018/6/20,46244,14,19,2797,2778,
2018/6/21,64350,15,49,2789,2740,
2018/6/22,55463,18,30,2749,2719,
2018/6/25,88591,28,28,2768,2740,
2018/6/26,95746,20,49,2737,2688,
2018/6/27,67578,22,23,2758,2735,
2018/6/28,47858,15,16,2801,2785,
2018/6/29,69463,26,43,2842,2799,
2018/7/2,43424,8,56,2867,2811,
2018/7/3,50751,15,26,2842,2816,
2018/7/4,44292,11,71,2893,2822,
2018/7/5,150281,40,46,2902,2856,
2018/7/6,53435,10,48,2917,2869,
2018/7/9,98109,28,28,2908,2880,
2018/7/10,64564,22,50,2925,2875,
2018/7/11,92650,24,24,2912,2888,
2018/7/12,150137,23,55,2923,2868,
2018/7/13,53626,17,42,2918,2876,
2018/7/16,73572,22,29,2889,2860,
2018/7/17,56291,16,32,2874,2842,
2018/7/18,24450,7,21,2875,2854,
2018/7/19,69912,14,26,2917,2891,
2018/7/20,57341,15,48,2928,2880,
2018/7/23,66675,25,27,2937,2910,
2018/7/24,65777,28,35,2982,2947,
2018/7/25,75871,24,40,2961,2921,
2018/7/26,49819,12,29,2920,2891,
2018/7/27,68250,24,28,2935,2907,
2018/7/30,100637,54,72,2992,2920,
2018/7/31,38239,14,35,2984,2949,
2018/8/1,58796,18,57,2984,2927,
2018/8/2,79524,25,67,3020,2953,
2018/8/3,220074,86,89,3121,3032,
2018/8/6,184081,88,88,3276,3188,
2018/8/7,76074,45,61,3255,3194,
2018/8/8,74277,48,64,3230,3166,
2018/8/9,85228,33,52,3323,3271,
2018/8/10,86314,25,102,3325,3223,
2018/8/13,86531,38,38,3274,3236,
2018/8/14,162159,42,67,3407,3340,
2018/8/15,68878,20,57,3362,3305,
2018/8/16,127273,46,106,3363,3257,
2018/8/17,126057,32,63,3314,3251,
2018/8/20,134630,49,191,3425,3234,
2018/8/21,173005,51,80,3384,3304,
2018/8/22,149986,36,164,3520,3356,
2018/8/23,121547,31,125,3426,3301,
2018/8/24,103358,34,49,3317,3268,
2018/8/27,171232,57,57,3313,3256,
2018/8/28,220548,59,96,3373,3277,
2018/8/29,145134,52,73,3345,3272,
2018/8/30,203873,53,69,3299,3230,
2018/8/31,158799,38,72,3330,3258,
2018/9/3,119046,31,103,3269,3166,
2018/9/4,150509,34,47,3252,3205,
2018/9/5,91074,24,70,3299,3229,
2018/9/6,108405,27,30,3282,3252,
2018/9/7,195078,68,82,3366,3284,
2018/9/10,167045,41,49,3408,3359,
2018/9/11,123104,29,58,3391,3333,
2018/9/12,295279,112,129,3359,3230,
2018/9/13,128230,39,54,3287,3233,
2018/9/14,71131,22,36,3282,3246,
2018/9/17,137033,40,63,3276,3213,
2018/9/18,203949,47,50,3276,3226,
2018/9/19,166820,33,63,3340,3277,
2018/9/20,93490,18,33,3359,3326,
2018/9/21,63550,17,44,3356,3312,
2018/9/25,136017,55,61,3367,3306,
2018/9/26,205209,58,79,3320,3241,
2018/9/27,83860,27,46,3278,3232,
2018/9/28,95220,44,47,3239,3192,
2018/10/8,98884,25,112,3328,3216,
2018/10/9,170533,49,74,3422,3348,
2018/10/10,87542,28,49,3468,3419,
2018/10/11,173562,56,56,3417,3361,
2018/10/12,143588,46,124,3507,3383,
2018/10/15,163334,48,68,3525,3457,
2018/10/16,112796,28,99,3435,3336,
2018/10/17,90354,23,46,3407,3361,
2018/10/18,134218,33,61,3395,3334,
2018/10/19,146135,30,53,3398,3345,
2018/10/22,147957,28,51,3365,3314,
2018/10/23,95651,23,25,3348,3323,
2018/10/24,123899,34,76,3368,3292,
2018/10/25,185618,45,117,3352,3235,
2018/10/26,128975,34,34,3255,3221,
2018/10/29,484049,146,171,3243,3072,
2018/10/30,112128,30,72,3082,3010,
2018/10/31,110112,24,35,3032,2997,
2018/11/1,265324,53,86,2991,2905,
2018/11/2,129168,35,52,2961,2909,
2018/11/5,195013,47,47,2997,2950,
2018/11/6,255694,75,117,2989,2872,
2018/11/7,235884,39,80,2882,2802,
2018/11/8,123789,33,63,2870,2807,
2018/11/9,194796,30,38,2848,2810,
2018/11/12,304556,80,93,2859,2766,
2018/11/13,137917,23,38,2810,2772,
2018/11/14,329001,54,86,2760,2674,
2018/11/15,109783,17,26,2742,2716,
2018/11/16,168731,32,85,2793,2708,
2018/11/19,175261,34,58,2772,2714,
2018/11/20,118100,24,53,2712,2659,
2018/11/21,256071,23,25,2581,2556,
2018/11/22,201825,42,69,2575,2506,
2018/11/23,164611,22,70,2537,2467,
2018/11/26,186786,14,14,2408,2394,
2018/11/27,135662,29,38,2414,2376,
2018/11/28,183459,41,52,2466,2414,
2018/11/29,183677,34,53,2457,2404,
2018/11/30,76543,17,104,2435,2331,
2018/12/3,379648,112,169,2477,2308,
2018/12/4,250557,51,137,2478,2341,
2018/12/5,272886,28,81,2501,2420,
2018/12/6,193500,30,36,2477,2441,
2018/12/7,162918,31,46,2532,2486,
2018/12/10,178897,44,118,2571,2453,
2018/12/11,99529,21,61,2458,2397,
2018/12/12,239788,47,62,2475,2413,
2018/12/13,157792,29,55,2483,2428,
2018/12/14,222561,28,32,2508,2476,
2018/12/17,209034,31,41,2514,2473,
2018/12/18,302236,37,49,2491,2442,
2018/12/19,360798,39,52,2485,2433,
2018/12/20,190074,20,42,2495,2453,
2018/12/21,189504,21,63,2487,2424,
2018/12/24,355813,49,49,2443,2394,
2018/12/25,410266,59,71,2377,2306,
2018/12/26,168892,17,28,2354,2326,
2018/12/27,337435,46,75,2452,2377,
2018/12/28,183077,29,29,2402,2373,
2019/1/2,241868,35,39,2422,2383,
2019/1/3,155756,15,21,2445,2424,
2019/1/4,123924,16,44,2492,2448,
2019/1/7,193706,28,28,2488,2460,
2019/1/8,219930,31,31,2475,2444,
2019/1/9,255280,35,44,2514,2470,
2019/1/10,186011,28,48,2519,2471,
2019/1/11,132985,23,30,2509,2479,
2019/1/14,211122,37,42,2535,2493,
2019/1/15,166753,15,42,2516,2474,
2019/1/16,159003,27,40,2545,2505,
2019/1/17,144663,21,49,2527,2478,
2019/1/18,245514,20,34,2498,2464,
2019/1/21,233227,35,63,2584,2521,
2019/1/22,290693,37,85,2583,2498,
2019/1/23,195966,27,27,2500,2473,
2019/1/24,172454,16,20,2491,2471,
2019/1/25,226815,25,46,2542,2496,
2019/1/28,188813,28,85,2525,2440,
2019/1/29,204950,25,59,2464,2405,
2019/1/30,190584,18,40,2495,2455,
2019/1/31,199744,30,31,2525,2494,
2019/2/1,199025,38,43,2535,2492,
2019/2/11,175016,51,56,2564,2508,
2019/2/12,157814,20,52,2598,2546,
2019/2/13,130657,17,29,2541,2512,
2019/2/14,123908,20,53,2579,2526,
2019/2/15,256755,29,77,2554,2477,
2019/2/18,423718,60,81,2516,2435,
2019/2/19,180892,15,28,2476,2448,
2019/2/20,208894,25,25,2493,2468,
2019/2/21,168694,23,36,2539,2503,
2019/2/22,111952,15,20,2535,2515,
2019/2/25,198783,20,24,2536,2512,
2019/2/26,258962,32,54,2557,2503,
2019/2/27,177790,25,43,2558,2515,
2019/2/28,107563,13,15,2537,2522,
2019/3/1,159346,17,109,2648,2539,
2019/3/4,394178,66,84,2693,2609,
